"","Member","Year","Leadtime","Precipitation"
"776",0,2013,2,2.43797985866527
"777",1,2013,2,4.04542647926749
"778",2,2013,2,3.43463485345202
"779",3,2013,2,1.8044020411723
"780",4,2013,2,2.18656746925518
"781",5,2013,2,2.82461141401588
"782",6,2013,2,1.32832843286115
"783",7,2013,2,2.2143920486376
"784",8,2013,2,2.9738295848248
"785",9,2013,2,1.14360471346419
"786",10,2013,2,2.51012568072735
"787",11,2013,2,2.80530293428392
"788",12,2013,2,3.88813441646034
"789",13,2013,2,2.3374971156742
"790",14,2013,2,2.68227375475609
"791",15,2013,2,1.19828291675446
"792",16,2013,2,1.89973120364923
"793",17,2013,2,3.61494195579342
"794",18,2013,2,3.3418234545516
"795",19,2013,2,3.27377078683181
"796",20,2013,2,2.89993959277171
"797",21,2013,2,1.62262599008951
"798",22,2013,2,1.72459409681756
"799",23,2013,2,0.922031761538445
"800",24,2013,2,1.34783810179273
"801",0,2014,2,2.91576568432622
"802",1,2014,2,3.76689869286792
"803",2,2014,2,4.64815469246761
"804",3,2014,2,3.22821753469741
"805",4,2014,2,1.38876926114138
"806",5,2014,2,2.4908764782444
"807",6,2014,2,1.61323192232322
"808",7,2014,2,2.25159733738243
"809",8,2014,2,3.0298292764059
"810",9,2014,2,3.81806952210594
"811",10,2014,2,2.86819034652998
"812",11,2014,2,2.22478680383913
"813",12,2014,2,2.15568902004442
"814",13,2014,2,3.42619924840108
"815",14,2014,2,2.00213111169491
"816",15,2014,2,3.92319635532359
"817",16,2014,2,3.03265925317047
"818",17,2014,2,3.66652604402258
"819",18,2014,2,2.54629962018215
"820",19,2014,2,1.60259863826005
"821",20,2014,2,2.00024791175064
"822",21,2014,2,1.39617644130241
"823",22,2014,2,1.61583384798496
"824",23,2014,2,3.07634248047386
"825",24,2014,2,1.63383700324612
"826",0,2015,2,2.82177559625459
"827",1,2015,2,3.61588493262288
"828",2,2015,2,2.61442489080101
"829",3,2015,2,2.47726810584073
"830",4,2015,2,2.18986008483497
"831",5,2015,2,0.899327508387926
"832",6,2015,2,3.27086710331544
"833",7,2015,2,2.08736788144485
"834",8,2015,2,3.39582184905257
"835",9,2015,2,3.59475399730761
"836",10,2015,2,3.72487496018138
"837",11,2015,2,4.22534012311915
"838",12,2015,2,1.9651184684291
"839",13,2015,2,3.46469353759051
"840",14,2015,2,2.72449384037313
"841",15,2015,2,1.59224959480388
"842",16,2015,2,1.33193216730524
"843",17,2015,2,2.27352223268552
"844",18,2015,2,3.74082704890586
"845",19,2015,2,3.12062862822639
"846",20,2015,2,3.30490697860205
"847",21,2015,2,3.43960730502697
"848",22,2015,2,3.36894025402184
"849",23,2015,2,5.01010621993138
"850",24,2015,2,3.58215464734479
"851",0,2016,2,2.21954162232794
"852",1,2016,2,2.46237272919101
"853",2,2016,2,3.71758684469549
"854",3,2016,2,3.68994825077328
"855",4,2016,2,2.74816915974619
"856",5,2016,2,1.99986802859926
"857",6,2016,2,1.83885348566048
"858",7,2016,2,3.38124061378954
"859",8,2016,2,3.3904229280633
"860",9,2016,2,2.22497345813946
"861",10,2016,2,2.26223480112491
"862",11,2016,2,1.71997566745526
"863",12,2016,2,1.53734384639853
"864",13,2016,2,3.35770697110144
"865",14,2016,2,3.86669374528436
"866",15,2016,2,2.36209973133325
"867",16,2016,2,4.0802086218521
"868",17,2016,2,3.72050552747582
"869",18,2016,2,1.74745478479084
"870",19,2016,2,1.70468515404113
"871",20,2016,2,2.89498495952416
"872",21,2016,2,2.91340481462061
"873",22,2016,2,3.72850729316585
"874",23,2016,2,1.21044477871559
"875",24,2016,2,3.55065689781327
"876",0,1982,3,1.08925257899849
"877",1,1982,3,1.50286799833266
"878",2,1982,3,3.23383862228818
"879",3,1982,3,2.42560035572112
"880",4,1982,3,4.23675071368794
"881",5,1982,3,3.80000634616576
"882",6,1982,3,1.61594127375085
"883",7,1982,3,2.47783633889593
"884",8,1982,3,2.56248800876685
"885",9,1982,3,0.717919724307045
"886",10,1982,3,1.57045527104047
"887",11,1982,3,1.77303345292494
"888",12,1982,3,4.11598013714313
"889",13,1982,3,2.9509328834736
"890",14,1982,3,3.07287152264699
"891",15,1982,3,3.27850357532948
"892",16,1982,3,0.503372425457215
"893",17,1982,3,4.03307836536102
"894",18,1982,3,4.16004506932942
"895",19,1982,3,2.20599054495886
"896",20,1982,3,1.38169954335686
"897",21,1982,3,4.21719647870059
"898",22,1982,3,1.49745391241343
"899",23,1982,3,2.7443463897739
"900",24,1982,3,0.988575144775162
"901",0,1983,3,0.963852513739769
"902",1,1983,3,2.91440730343627
"903",2,1983,3,2.14176199312528
"904",3,1983,3,2.12272361862858
"905",4,1983,3,3.6317072964857
"906",5,1983,3,2.68120758614935
"907",6,1983,3,2.59513021286881
"908",7,1983,3,2.34976762664553
"909",8,1983,3,3.2815686417539
"910",9,1983,3,4.52994240687513
"911",10,1983,3,2.17260421855135
"912",11,1983,3,1.1026649708353
"913",12,1983,3,2.56117152140878
"914",13,1983,3,4.27355254392878
"915",14,1983,3,3.1302125330099
"916",15,1983,3,4.89019188967219
"917",16,1983,3,1.64870583285403
"918",17,1983,3,2.75351274069839
"919",18,1983,3,2.05876872260619
"920",19,1983,3,2.00881342165672
"921",20,1983,3,2.88135160174501
"922",21,1983,3,1.65724428634548
"923",22,1983,3,3.39404416804971
"924",23,1983,3,2.83794900085988
"925",24,1983,3,4.39105086424731
"926",0,1984,3,3.64189636513768
"927",1,1984,3,3.44186084131619
"928",2,1984,3,1.96817031425484
"929",3,1984,3,2.17761861207967
"930",4,1984,3,2.11382330544499
"931",5,1984,3,2.72742997619841
"932",6,1984,3,3.05553830064322
"933",7,1984,3,3.23954522961147
"934",8,1984,3,2.39694481398506
"935",9,1984,3,2.29102347573102
"936",10,1984,3,3.61700309213806
"937",11,1984,3,2.52358341952973
"938",12,1984,3,4.62286284308429
"939",13,1984,3,3.78550120314067
"940",14,1984,3,2.34312211390783
"941",15,1984,3,3.5448157169888
"942",16,1984,3,3.35608944460558
"943",17,1984,3,1.61248494646663
"944",18,1984,3,2.79435572257677
"945",19,1984,3,0.778783364373462
"946",20,1984,3,1.47694556699145
"947",21,1984,3,1.68455937802751
"948",22,1984,3,3.90560028755757
"949",23,1984,3,3.78419095722074
"950",24,1984,3,3.13070979244852
"951",0,1985,3,3.23074808014294
"952",1,1985,3,1.52708628077831
"953",2,1985,3,2.02321295797577
"954",3,1985,3,1.80201867703189
"955",4,1985,3,1.67902066464309
"956",5,1985,3,4.35735298754523
"957",6,1985,3,3.7127178836468
"958",7,1985,3,1.71550708250901
"959",8,1985,3,2.77931126643312
"960",9,1985,3,2.1795236447759
"961",10,1985,3,3.81982903561483
"962",11,1985,3,2.60505807702131
"963",12,1985,3,3.71761161831062
"964",13,1985,3,2.296468013077
"965",14,1985,3,1.92311479481304
"966",15,1985,3,3.54552043450264
"967",16,1985,3,3.34132795258676
"968",17,1985,3,4.25539504350089
"969",18,1985,3,2.51838162235121
"970",19,1985,3,1.8957954076793
"971",20,1985,3,3.33961623681544
"972",21,1985,3,2.11524677195144
"973",22,1985,3,2.36921741490951
"974",23,1985,3,1.29793764040919
"975",24,1985,3,2.54042380815469
"976",0,1986,3,2.30274164562138
"977",1,1986,3,0.944340724338301
"978",2,1986,3,2.01007971339245
"979",3,1986,3,2.42064674814735
"980",4,1986,3,2.88585930771625
"981",5,1986,3,3.89236742209311
"982",6,1986,3,1.76240141545359
"983",7,1986,3,3.38875007869309
"984",8,1986,3,2.73340236332175
"985",9,1986,3,1.60095647219394
"986",10,1986,3,1.58438766578797
"987",11,1986,3,1.16929441713555
"988",12,1986,3,3.23426807061207
"989",13,1986,3,2.5549323903727
"990",14,1986,3,3.19401634692509
"991",15,1986,3,2.71444654699396
"992",16,1986,3,2.35931910373836
"993",17,1986,3,2.80730215381042
"994",18,1986,3,3.69753383864062
"995",19,1986,3,2.47950376569003
"996",20,1986,3,2.52227926539498
"997",21,1986,3,2.29219888719694
"998",22,1986,3,3.8630446752896
"999",23,1986,3,3.77212217845759
"1000",24,1986,3,1.53607716224543
"1001",0,1987,3,3.74972379288533
"1002",1,1987,3,1.24570720670735
"1003",2,1987,3,2.44167301236824
"1004",3,1987,3,2.367856324098
"1005",4,1987,3,2.0969084216032
"1006",5,1987,3,1.33031358371468
"1007",6,1987,3,2.45967672500608
"1008",7,1987,3,3.8177870578716
"1009",8,1987,3,5.14783070793901
"1010",9,1987,3,0.982857500824051
"1011",10,1987,3,3.4081471813371
"1012",11,1987,3,2.56919305646976
"1013",12,1987,3,2.1366328421046
"1014",13,1987,3,1.26122389369178
"1015",14,1987,3,2.6876209005142
"1016",15,1987,3,4.01983610520616
"1017",16,1987,3,1.78101137773331
"1018",17,1987,3,1.28125927804223
"1019",18,1987,3,3.39231435881799
"1020",19,1987,3,3.02975239559729
"1021",20,1987,3,3.44964405891204
"1022",21,1987,3,3.11409823699317
"1023",22,1987,3,4.09817733431158
"1024",23,1987,3,2.70672900911876
"1025",24,1987,3,1.88230533855449
"1026",0,1988,3,2.78466019448204
"1027",1,1988,3,1.69427316579123
"1028",2,1988,3,2.26332113720799
"1029",3,1988,3,3.89449839333279
"1030",4,1988,3,2.16442688632725
"1031",5,1988,3,3.61640091663697
"1032",6,1988,3,2.35738488790429
"1033",7,1988,3,1.8696293181087
"1034",8,1988,3,2.97548783499418
"1035",9,1988,3,2.78092692745222
"1036",10,1988,3,4.76918491608619
"1037",11,1988,3,4.2360869898232
"1038",12,1988,3,3.54592125793527
"1039",13,1988,3,3.83857092700299
"1040",14,1988,3,0.901740607532573
"1041",15,1988,3,3.75535802903478
"1042",16,1988,3,1.15833704257663
"1043",17,1988,3,3.85526285445474
"1044",18,1988,3,3.09457727907853
"1045",19,1988,3,3.59664489511619
"1046",20,1988,3,2.86187968300412
"1047",21,1988,3,2.47376004841338
"1048",22,1988,3,1.10604549356674
"1049",23,1988,3,2.82702281137109
"1050",24,1988,3,2.4399101650271
"1051",0,1989,3,4.5259908424625
"1052",1,1989,3,4.57692416783859
"1053",2,1989,3,4.25650135236246
"1054",3,1989,3,4.36037075004273
"1055",4,1989,3,3.3852227911353
"1056",5,1989,3,2.07880527698547
"1057",6,1989,3,2.99675802013236
"1058",7,1989,3,2.62206227641016
"1059",8,1989,3,2.31316470774673
"1060",9,1989,3,4.08278426831093
"1061",10,1989,3,3.04501441425747
"1062",11,1989,3,2.83757330399501
"1063",12,1989,3,2.4999098076767
"1064",13,1989,3,3.56800264010015
"1065",14,1989,3,2.52630274019495
"1066",15,1989,3,3.35829521568161
"1067",16,1989,3,4.05590003086282
"1068",17,1989,3,2.55324073251923
"1069",18,1989,3,2.02671131002002
"1070",19,1989,3,2.40029450654958
"1071",20,1989,3,0.815349842880805
"1072",21,1989,3,2.77045377022691
"1073",22,1989,3,4.17290004776626
"1074",23,1989,3,1.44131134559114
"1075",24,1989,3,3.59419744629942
"1076",0,1990,3,2.86441378909761
"1077",1,1990,3,3.86433212750958
"1078",2,1990,3,2.45434166790357
"1079",3,1990,3,3.11574269478839
"1080",4,1990,3,0.97745569654125
"1081",5,1990,3,1.45512725662067
"1082",6,1990,3,2.68318085994941
"1083",7,1990,3,3.53841256001451
"1084",8,1990,3,2.63093090642822
"1085",9,1990,3,2.8657561612984
"1086",10,1990,3,2.4128171414153
"1087",11,1990,3,1.79071010712386
"1088",12,1990,3,3.73900662182647
"1089",13,1990,3,3.20201139946641
"1090",14,1990,3,2.15453512711595
"1091",15,1990,3,4.14435744330931
"1092",16,1990,3,1.9393358296349
"1093",17,1990,3,4.33868861521268
"1094",18,1990,3,2.90697806026922
"1095",19,1990,3,3.65815259078688
"1096",20,1990,3,1.93330727168888
"1097",21,1990,3,2.39459960499906
"1098",22,1990,3,2.68357971242565
"1099",23,1990,3,4.0662516649529
"1100",24,1990,3,3.17729946300347
"1101",0,1991,3,0.99160023914732
"1102",1,1991,3,1.64152608974713
"1103",2,1991,3,4.37517349223014
"1104",3,1991,3,1.37486098557854
"1105",4,1991,3,1.26192988937857
"1106",5,1991,3,3.10285893017154
"1107",6,1991,3,2.51049691973134
"1108",7,1991,3,2.89830701806096
"1109",8,1991,3,1.59754821669251
"1110",9,1991,3,3.38380008709472
"1111",10,1991,3,3.05061205967979
"1112",11,1991,3,3.04262788969825
"1113",12,1991,3,3.23702041270423
"1114",13,1991,3,3.1565799505475
"1115",14,1991,3,3.11622738699053
"1116",15,1991,3,2.44198589164801
"1117",16,1991,3,1.72727549604559
"1118",17,1991,3,1.84953360054133
"1119",18,1991,3,2.72167960888884
"1120",19,1991,3,1.84693750635292
"1121",20,1991,3,2.56557381782134
"1122",21,1991,3,2.59189414945043
"1123",22,1991,3,4.35373688401763
"1124",23,1991,3,2.1006904252308
"1125",24,1991,3,3.28595648228369
"1126",0,1992,3,0.861119114035793
"1127",1,1992,3,1.65484800964646
"1128",2,1992,3,2.32733322495987
"1129",3,1992,3,2.61977074868593
"1130",4,1992,3,2.2903040359636
"1131",5,1992,3,3.3900693439801
"1132",6,1992,3,3.41654354797462
"1133",7,1992,3,4.98145769415444
"1134",8,1992,3,2.41865963758135
"1135",9,1992,3,2.85696078817808
"1136",10,1992,3,3.97644338163083
"1137",11,1992,3,3.82073355933545
"1138",12,1992,3,0.974093456852776
"1139",13,1992,3,0.84280563533769
"1140",14,1992,3,1.17420541371448
"1141",15,1992,3,2.64521611906391
"1142",16,1992,3,3.1489082148816
"1143",17,1992,3,2.06724365564095
"1144",18,1992,3,2.79277995577614
"1145",19,1992,3,3.300602312171
"1146",20,1992,3,3.43111462203293
"1147",21,1992,3,2.47917429409128
"1148",22,1992,3,2.61356781818864
"1149",23,1992,3,3.09713565771423
"1150",24,1992,3,2.88407868320056
"1151",0,1993,3,3.24331774749805
"1152",1,1993,3,3.80968229753717
"1153",2,1993,3,1.55018521316822
"1154",3,1993,3,2.91452836261609
"1155",4,1993,3,3.1627492247632
"1156",5,1993,3,4.33627168480517
"1157",6,1993,3,3.867604427654
"1158",7,1993,3,2.5823517870091
"1159",8,1993,3,2.96213634242281
"1160",9,1993,3,0.892935965242644
"1161",10,1993,3,2.17504710676014
"1162",11,1993,3,3.55233987966852
"1163",12,1993,3,2.61291968517095
"1164",13,1993,3,3.33376201258786
"1165",14,1993,3,3.52791860419007
"1166",15,1993,3,3.26430735337045
"1167",16,1993,3,2.43093177725904
"1168",17,1993,3,3.69308751765116
"1169",18,1993,3,3.152262352184
"1170",19,1993,3,3.62494107244456
"1171",20,1993,3,2.16891575927772
"1172",21,1993,3,2.48703107024574
"1173",22,1993,3,3.66463957270908
"1174",23,1993,3,1.65434011627081
"1175",24,1993,3,3.58515324514575
"1176",0,1994,3,2.4997701169734
"1177",1,1994,3,3.09702408734779
"1178",2,1994,3,4.36191412858334
"1179",3,1994,3,3.59200411082106
"1180",4,1994,3,2.16831690205175
"1181",5,1994,3,1.70712709387996
"1182",6,1994,3,1.80040277764674
"1183",7,1994,3,3.14227667198359
"1184",8,1994,3,1.99995588331914
"1185",9,1994,3,1.48419851727074
"1186",10,1994,3,3.17240961142979
"1187",11,1994,3,3.26540758210022
"1188",12,1994,3,3.3650196267348
"1189",13,1994,3,1.5952798345395
"1190",14,1994,3,2.43240496745839
"1191",15,1994,3,2.49021948132079
"1192",16,1994,3,2.5765208691954
"1193",17,1994,3,4.71210559132223
"1194",18,1994,3,4.96184683224597
"1195",19,1994,3,1.07243049358805
"1196",20,1994,3,1.42966581927959
"1197",21,1994,3,2.4429058961243
"1198",22,1994,3,2.5105440588578
"1199",23,1994,3,2.76723491493388
"1200",24,1994,3,1.46079594922455
"1201",0,1995,3,4.15732688564538
"1202",1,1995,3,1.03838670766321
"1203",2,1995,3,3.26155692665144
"1204",3,1995,3,4.24230624547667
"1205",4,1995,3,1.1774504218744
"1206",5,1995,3,3.79207524898107
"1207",6,1995,3,3.0072130875364
"1208",7,1995,3,1.9156607125957
"1209",8,1995,3,1.43486264583333
"1210",9,1995,3,1.91333778099285
"1211",10,1995,3,2.87120890645705
"1212",11,1995,3,2.44620206172138
"1213",12,1995,3,1.53048276634151
"1214",13,1995,3,2.74655125620058
"1215",14,1995,3,3.24663563005294
"1216",15,1995,3,3.20020436919185
"1217",16,1995,3,2.94661315329992
"1218",17,1995,3,2.95462481801324
"1219",18,1995,3,2.52150629322514
"1220",19,1995,3,1.16068621041942
"1221",20,1995,3,2.03528558638381
"1222",21,1995,3,2.15231911998717
"1223",22,1995,3,3.00497866375627
"1224",23,1995,3,3.68339107172734
"1225",24,1995,3,2.87514576868057
"1226",0,1996,3,3.05074498754538
"1227",1,1996,3,0.648677439608733
"1228",2,1996,3,2.21184600572806
"1229",3,1996,3,4.628771272242
"1230",4,1996,3,4.65123421025046
"1231",5,1996,3,1.59690870377344
"1232",6,1996,3,1.96775376177302
"1233",7,1996,3,4.04430297758569
"1234",8,1996,3,3.5826941655945
"1235",9,1996,3,3.6000820801086
"1236",10,1996,3,4.43036230545699
"1237",11,1996,3,1.84969999972064
"1238",12,1996,3,2.61009921834125
"1239",13,1996,3,2.18496659410123
"1240",14,1996,3,2.28754655377654
"1241",15,1996,3,3.56195164208777
"1242",16,1996,3,1.98327109581718
"1243",17,1996,3,2.30128572946576
"1244",18,1996,3,2.83863027946608
"1245",19,1996,3,2.30685676926713
"1246",20,1996,3,3.13647873438336
"1247",21,1996,3,4.12253782827433
"1248",22,1996,3,2.42218255467351
"1249",23,1996,3,2.02418698009649
"1250",24,1996,3,3.61606318751183
"1251",0,1997,3,4.01293526291964
"1252",1,1997,3,3.61916491311295
"1253",2,1997,3,1.05555470672872
"1254",3,1997,3,1.61314133760722
"1255",4,1997,3,2.21294728669804
"1256",5,1997,3,3.04418417644627
"1257",6,1997,3,2.97615063227088
"1258",7,1997,3,3.84276480394177
"1259",8,1997,3,2.80600241101777
"1260",9,1997,3,3.61862637011559
"1261",10,1997,3,1.44728919031093
"1262",11,1997,3,3.61696132430317
"1263",12,1997,3,1.73564091327567
"1264",13,1997,3,2.32848282054087
"1265",14,1997,3,1.34557219731602
"1266",15,1997,3,0.978190611645437
"1267",16,1997,3,2.45213249881186
"1268",17,1997,3,2.76390289152988
"1269",18,1997,3,2.79244764912647
"1270",19,1997,3,3.6477739873133
"1271",20,1997,3,3.552352220982
"1272",21,1997,3,2.78432013331321
"1273",22,1997,3,3.33390501693483
"1274",23,1997,3,1.3170529026792
"1275",24,1997,3,2.27188321656621
"1276",0,1998,3,2.18603493540088
"1277",1,1998,3,2.04557206371063
"1278",2,1998,3,3.1645263222584
"1279",3,1998,3,4.49488186835978
"1280",4,1998,3,3.54033102246248
"1281",5,1998,3,3.16575605926593
"1282",6,1998,3,2.42396045325496
"1283",7,1998,3,1.91900143203646
"1284",8,1998,3,2.94202100518277
"1285",9,1998,3,3.44369504286572
"1286",10,1998,3,4.98700536858919
"1287",11,1998,3,2.98387338419635
"1288",12,1998,3,2.33606886562937
"1289",13,1998,3,2.48400110451191
"1290",14,1998,3,2.80967501090986
"1291",15,1998,3,2.593865001373
"1292",16,1998,3,3.24246379901945
"1293",17,1998,3,2.16679611995212
"1294",18,1998,3,3.41605130279502
"1295",19,1998,3,2.93991260922997
"1296",20,1998,3,2.32547949376927
"1297",21,1998,3,3.29236729708432
"1298",22,1998,3,3.05920907725077
"1299",23,1998,3,1.22949995308278
"1300",24,1998,3,3.34261737627468
"1301",0,1999,3,2.97511641227959
"1302",1,1999,3,2.35802385925143
"1303",2,1999,3,4.32943717460059
"1304",3,1999,3,3.29182891269511
"1305",4,1999,3,1.70809810718653
"1306",5,1999,3,3.30114999202321
"1307",6,1999,3,1.97985605740089
"1308",7,1999,3,1.44486828749419
"1309",8,1999,3,1.99002068154589
"1310",9,1999,3,3.03739864904011
"1311",10,1999,3,4.17054237354642
"1312",11,1999,3,3.05158014032982
"1313",12,1999,3,2.92235506361167
"1314",13,1999,3,2.06102461596793
"1315",14,1999,3,3.65939100596982
"1316",15,1999,3,2.58610078112413
"1317",16,1999,3,1.83401026099841
"1318",17,1999,3,1.29087756259914
"1319",18,1999,3,2.67020873398654
"1320",19,1999,3,2.92891512239042
"1321",20,1999,3,3.40293010158725
"1322",21,1999,3,1.28088658479516
"1323",22,1999,3,2.52953775724037
"1324",23,1999,3,4.02547341812231
"1325",24,1999,3,2.55099453550474
"1326",0,2000,3,2.80437446447213
"1327",1,2000,3,2.53443852506334
"1328",2,2000,3,3.82772396045138
"1329",3,2000,3,1.94907344193202
"1330",4,2000,3,1.69904717496446
"1331",5,2000,3,2.39845882873364
"1332",6,2000,3,1.68083882718485
"1333",7,2000,3,2.01848168396779
"1334",8,2000,3,3.27153289235776
"1335",9,2000,3,4.55469404790176
"1336",10,2000,3,3.72855174456626
"1337",11,2000,3,2.16903932280061
"1338",12,2000,3,2.70085472065862
"1339",13,2000,3,2.32990037374066
"1340",14,2000,3,2.54604704640781
"1341",15,2000,3,2.13113164377163
"1342",16,2000,3,2.22625925690761
"1343",17,2000,3,4.86057917202799
"1344",18,2000,3,2.40500709796932
"1345",19,2000,3,0.978633406772514
"1346",20,2000,3,3.61794378097951
"1347",21,2000,3,2.50703144290455
"1348",22,2000,3,2.49279673644117
"1349",23,2000,3,3.00540981880241
"1350",24,2000,3,0.760583778047831
"1351",0,2001,3,2.32863732952382
"1352",1,2001,3,3.95040672419
"1353",2,2001,3,3.05701305539931
"1354",3,2001,3,1.40967890630762
"1355",4,2001,3,2.00360896395455
"1356",5,2001,3,2.6945624199027
"1357",6,2001,3,1.55005647731754
"1358",7,2001,3,2.69744105650037
"1359",8,2001,3,2.11710180351731
"1360",9,2001,3,2.63101483590691
"1361",10,2001,3,3.08653665730848
"1362",11,2001,3,3.69725360783281
"1363",12,2001,3,4.21840974466318
"1364",13,2001,3,2.84628654056603
"1365",14,2001,3,2.15605413734363
"1366",15,2001,3,1.54400333296516
"1367",16,2001,3,2.20837508840599
"1368",17,2001,3,3.20513324878666
"1369",18,2001,3,2.06810956670921
"1370",19,2001,3,3.42938455126932
"1371",20,2001,3,3.43507195412834
"1372",21,2001,3,3.12905224119229
"1373",22,2001,3,3.82223751890131
"1374",23,2001,3,2.78872907905961
"1375",24,2001,3,2.8814541429145
"1376",0,2002,3,3.55982137874952
"1377",1,2002,3,2.19992822176061
"1378",2,2002,3,3.33081294338436
"1379",3,2002,3,1.41118221191475
"1380",4,2002,3,4.06109137413415
"1381",5,2002,3,3.40360560123413
"1382",6,2002,3,1.97025998658993
"1383",7,2002,3,1.72635668727908
"1384",8,2002,3,2.44262364711859
"1385",9,2002,3,2.6436276656935
"1386",10,2002,3,2.11264176678614
"1387",11,2002,3,4.3395228835725
"1388",12,2002,3,0.9457948814569
"1389",13,2002,3,4.09281091251074
"1390",14,2002,3,2.55789090810601
"1391",15,2002,3,2.52814510034545
"1392",16,2002,3,1.5948326748292
"1393",17,2002,3,3.08800970138187
"1394",18,2002,3,3.3599448326054
"1395",19,2002,3,3.06959800100473
"1396",20,2002,3,1.89712626324931
"1397",21,2002,3,3.6351428703389
"1398",22,2002,3,3.71853115789622
"1399",23,2002,3,3.86444622862121
"1400",24,2002,3,3.18959964123194
"1401",0,2003,3,2.63095432305941
"1402",1,2003,3,3.0324204026614
"1403",2,2003,3,2.96520008465887
"1404",3,2003,3,3.25418158153869
"1405",4,2003,3,2.76468140544456
"1406",5,2003,3,2.25170013078128
"1407",6,2003,3,2.90750201589891
"1408",7,2003,3,3.91902537302045
"1409",8,2003,3,1.95432178284271
"1410",9,2003,3,3.53214642904577
"1411",10,2003,3,2.51774455948098
"1412",11,2003,3,1.82305426743845
"1413",12,2003,3,3.98288427444711
"1414",13,2003,3,2.40856427309304
"1415",14,2003,3,2.95086490693163
"1416",15,2003,3,3.84525920564437
"1417",16,2003,3,2.28051817028357
"1418",17,2003,3,2.93912389981985
"1419",18,2003,3,2.57724270352248
"1420",19,2003,3,2.45498275980299
"1421",20,2003,3,2.52149320577902
"1422",21,2003,3,2.17301344243051
"1423",22,2003,3,3.93051295792643
"1424",23,2003,3,4.46682052149508
"1425",24,2003,3,2.16768857061386
"1426",0,2004,3,1.72760029252542
"1427",1,2004,3,0.78415061541347
"1428",2,2004,3,4.14289369189821
"1429",3,2004,3,4.55107707182013
"1430",4,2004,3,1.74162718470024
"1431",5,2004,3,1.83279644404959
"1432",6,2004,3,2.38791432294781
"1433",7,2004,3,2.12406384187757
"1434",8,2004,3,2.9925913078465
"1435",9,2004,3,2.13346559701872
"1436",10,2004,3,2.66748698909365
"1437",11,2004,3,1.43494662056492
"1438",12,2004,3,0.89666678046591
"1439",13,2004,3,3.16940836906441
"1440",14,2004,3,2.12651188108986
"1441",15,2004,3,3.17587397870995
"1442",16,2004,3,2.60433155561959
"1443",17,2004,3,2.41915171044691
"1444",18,2004,3,1.66374378725255
"1445",19,2004,3,1.69331134859997
"1446",20,2004,3,2.25759945395372
"1447",21,2004,3,2.4517030708367
"1448",22,2004,3,3.97142272281956
"1449",23,2004,3,2.74381175739294
"1450",24,2004,3,3.70599729705853
"1451",0,2005,3,1.53205689722807
"1452",1,2005,3,3.15128758567079
"1453",2,2005,3,2.62565647960684
"1454",3,2005,3,2.46645691125728
"1455",4,2005,3,2.19854220417399
"1456",5,2005,3,2.99355849864908
"1457",6,2005,3,3.9508696735843
"1458",7,2005,3,1.89264163598893
"1459",8,2005,3,2.74081794190729
"1460",9,2005,3,3.36310591629809
"1461",10,2005,3,4.0239569935523
"1462",11,2005,3,2.3651518369667
"1463",12,2005,3,2.18059263344369
"1464",13,2005,3,1.29781056052577
"1465",14,2005,3,1.50541607620426
"1466",15,2005,3,1.70003688255646
"1467",16,2005,3,3.17189752188435
"1468",17,2005,3,1.40191621747267
"1469",18,2005,3,3.35128726534018
"1470",19,2005,3,2.01720669405413
"1471",20,2005,3,3.25559859879583
"1472",21,2005,3,3.44461244745284
"1473",22,2005,3,3.56508459222299
"1474",23,2005,3,4.05426250755003
"1475",24,2005,3,4.29506668856507
"1476",0,2006,3,3.08348418262205
"1477",1,2006,3,2.40444061596024
"1478",2,2006,3,3.55309065439937
"1479",3,2006,3,3.88256826745954
"1480",4,2006,3,2.85567554915499
"1481",5,2006,3,2.00675388278154
"1482",6,2006,3,1.20780529938024
"1483",7,2006,3,2.50848170545679
"1484",8,2006,3,2.45837136192112
"1485",9,2006,3,2.21882532164426
"1486",10,2006,3,4.2826823261209
"1487",11,2006,3,4.50002888028589
"1488",12,2006,3,3.08058129829244
"1489",13,2006,3,1.25037086202575
"1490",14,2006,3,1.42688739277718
"1491",15,2006,3,3.3182212021203
"1492",16,2006,3,2.57296845065417
"1493",17,2006,3,2.12142343011254
"1494",18,2006,3,3.00473579313485
"1495",19,2006,3,1.90948089377871
"1496",20,2006,3,1.77678666536087
"1497",21,2006,3,1.71160883976049
"1498",22,2006,3,3.5669251768733
"1499",23,2006,3,2.84356050641034
"1500",24,2006,3,3.02662058802292
"1501",0,2007,3,3.76749547694224
"1502",1,2007,3,2.52024138899581
"1503",2,2007,3,2.01778763421407
"1504",3,2007,3,3.02573380907707
"1505",4,2007,3,2.20652869966302
"1506",5,2007,3,2.27942525369526
"1507",6,2007,3,4.51734720973244
"1508",7,2007,3,2.4584458239162
"1509",8,2007,3,4.12275243913962
"1510",9,2007,3,3.08153283119452
"1511",10,2007,3,2.34397717788109
"1512",11,2007,3,3.51997568291524
"1513",12,2007,3,2.50091554462421
"1514",13,2007,3,2.96292775391629
"1515",14,2007,3,2.98228228061779
"1516",15,2007,3,2.05374800532258
"1517",16,2007,3,1.62802780499287
"1518",17,2007,3,2.70832434577015
"1519",18,2007,3,2.52769725330628
"1520",19,2007,3,3.32195059864035
"1521",20,2007,3,3.27597055592129
"1522",21,2007,3,4.02995204778416
"1523",22,2007,3,3.4126898962194
